Time,X,Y,Z,R,Theta,Phi
9.875,0.042077779833207575,0.10506703866565574,-0.1985074961334344,-0.037604209249432106,1.2024853081122049,-0.6544166024260737
9.88,-0.1350122201667922,0.03764303866565582,0.2523125038665657,0.1419037907505681,-1.485685691887792,-0.177929602426082
9.885,0.04386877983320656,0.0762940386656558,0.023375503866565586,-0.04038620924943018,-0.14195069188779683,-0.48128960242608
9.89,0.12451177983320681,0.0355530386656559,-0.11082949613343446,-0.1248542092494313,0.6701523081122107,-0.2670566024261011
9.895,-0.07795022016679376,0.028485038665655823,0.16623450386656555,0.08135179075056863,-0.9848616918877977,-0.14516960242608587
9.9,-0.0344472201667926,-0.011530961334344123,-0.08591749613343441,0.03092579075056875,0.5224543081122053,0.07837239757392311
9.905,0.032278779833206574,0.01718803866565582,-0.041853496133434406,-0.03359020924943239,0.253739308112205,-0.11936660242608965
9.91,0.07725477983320671,0.08107503866565571,0.2647785038665656,-0.06627820924943265,-1.611997691887791,-0.5243956024260744
9.915000000000001,-0.1060572201667941,0.16766903866565577,-0.07639149613343443,0.1147477907505684,0.46808730811220617,-0.9626286024260996
9.92,-0.055243220166793304,-0.0044549613343442636,-0.1263274961334344,0.05199879075056821,0.7655653081122045,0.04342939757392475
9.925,0.24850277983320695,0.11868003866565584,0.2720655038665656,-0.23386420924943085,-1.700796691887785,-0.8311436024260733
9.93,-0.08648722016679247,-0.011025961334344256,-0.25631049613343443,0.08359579075056786,1.5431383081122083,0.09395139757392555
9.935,-0.05403722016679171,-0.07031696133434424,-0.10067049613343446,0.04709679075056868,0.611497308112209,0.4377163975739161
9.94,-0.006616220166793549,0.04466303866565586,0.3325405038665656,0.01791879075056876,-1.999143691887793,-0.2698796024260791
9.945,0.08020377983320591,0.010796038665655752,-0.07026249613343442,-0.08205020924943099,0.42382930811220687,-0.09896560242606867
9.950000000000001,0.0582917798332073,0.016332038665655847,0.0427485038665656,-0.058415209249432255,-0.2613736918877944,-0.1241576024261012
9.955,-0.19441122016679305,0.10953503866565575,0.18096150386656554,0.20341779075056884,-1.049429691887792,-0.5794346024260965
9.96,-0.017773220166792524,0.06250103866565576,-0.13713849613343443,0.018887790750568314,0.8305453081122098,-0.3726476024260766
9.965,-0.0731402201667929,0.03564103866565576,0.16249350386656558,0.07689579075056927,-0.9632936918877956,-0.18975560242609543
9.97,0.04014677983320678,-0.010381961334344167,0.18589850386656556,-0.0382282092494323,-1.1266316918877919,0.04440539757393327
9.975,0.10527877983320699,-0.06371196133434416,-0.06775249613343443,-0.11145720924943182,0.4073273081122042,0.3454313975739122
9.98,-0.05812622016679216,-0.011145961334344265,-0.03754449613343442,0.05494179075056835,0.23294930811219988,0.08455139757392616
9.985,0.15078677983320685,-0.04097796133434423,0.17567950386656558,-0.1507612092494314,-1.0871566918877955,0.1908143975739104
9.99,0.06472877983320555,-0.0029669613343442174,-0.1849054961334344,-0.06751420924943133,1.1210953081122061,-0.009579602426078238
9.995000000000001,-0.0321542201667945,-0.021607961334344235,0.04593550386656559,0.029593790750567305,-0.27073569188779034,0.13806439757390723
10.0,-0.179490220166792,0.1512960386656558,-0.06410449613343443,0.1867857907505693,0.397851308112212,-0.8322116024261054
10.005,-0.28848122016679334,0.028120038665655756,-0.08387149613343442,0.2869117907505687,0.5177393081122008,-0.06457260242607432
10.01,-0.07347022016679285,0.0099020386656558,-0.15006549613343442,0.07108279075056763,0.9077923081122097,-0.035809602426104856
10.015,-0.14364822016679316,0.10183403866565582,-0.07996749613343443,0.14732279075056973,0.4904573081122155,-0.55526460242607
10.02,-0.02023222016679429,-0.026127961334344196,-0.10883849613343445,0.015790790750567968,0.6600813081122143,0.16102839757390897
10.025,0.05373277983320689,0.028119038665655845,-0.2149014961334344,-0.054371209249431875,1.3026823081122134,-0.19379860242609123
10.03,0.04080577983320741,0.027985038665655763,-0.03490749613343442,-0.041343209249431606,0.2111903081122111,-0.1879246024260855
10.035,0.023060779833207735,0.09735503866565583,-0.30714049613343436,-0.017809209249431888,1.858392308112204,-0.5995756024260918
10.040000000000001,-0.08786122016679267,0.05951603866565574,-0.3035714961334344,0.09014879075056813,1.8251353081121982,-0.3265196024260665
10.045,0.2097557798332062,-0.007367961334344205,0.013736503866565584,-0.2115392092494305,-0.09982169188779406,-0.03730460242608201
10.05,-0.11354522016679273,0.1244600386656558,-0.5157034961334344,0.12643379075056935,3.0849543081122053,-0.7024506024260749
10.055,-0.027477220166793565,-0.042458961334344195,-0.24638349613343444,0.022742790750568034,1.488130308112207,0.2617063975739252
10.06,0.08489577983320627,0.08612803866565581,-0.11407949613343443,-0.08188420924943268,0.6905223081121964,-0.5583466024260763
10.065,0.052073779833206796,0.030633038665655747,-0.4114174961334344,-0.04878620924943014,2.494470308112216,-0.20837160242607564
10.07,0.1717637798332071,-0.011198961334344237,-0.06101849613343442,-0.17472820924943214,0.3632673081122025,0.0006133975739085569
10.075000000000001,-0.04117822016679287,0.11616103866565579,-0.2186064961334344,0.046396790750568545,1.319627308112206,-0.6846136024260606
10.08,0.031576779833207926,-0.08224396133434421,-0.22800449613343438,-0.03859520924943119,1.381234308112201,0.4821343975739235
10.085,-0.000907220166794028,0.013327038665655813,-0.11789649613343442,-0.0011332092494315293,0.7144863081122028,-0.08346260242610169
10.09,-0.17431422016679324,-0.0013549613343442715,-0.10495049613343445,0.17107779075056925,0.6392913081122091,0.06767539757392982
10.095,0.07226977983320715,-0.050694961334344216,-0.12955049613343442,-0.07799520924943172,0.7846843081122077,0.2774223975739228
10.1,-0.1775862201667923,0.04797903866565583,-0.08370449613343442,0.17750779075056738,0.5135593081121956,-0.2228516024260959
10.105,-0.0106712201667928,-0.04298796133434419,-0.11128149613343445,0.005270790750568324,0.6746613081122095,0.259158397573935
10.11,0.14203077983320686,-0.07426696133434425,0.008335503866565569,-0.14789620924943148,-0.060591691887804874,0.3976313975739113
10.115,-0.03977022016679323,-0.02021796133434412,-0.14207249613343442,0.03561779075056913,0.8601473081122069,0.13240339757393219
10.120000000000001,-0.002755220166792989,-0.08807796133434422,-0.012813496133434422,-0.004351209249431916,0.08011030811219967,0.5282313975739267
10.125,0.2921717798332065,-0.1662909613343442,-0.00813449613343443,-0.30263820924943036,0.027566308112202186,0.9196803975739211
10.13,0.02137677983320683,-0.12289596133434424,0.004981503866565573,-0.02995520924943143,-0.029562691887801126,0.731143397573896
10.135,-0.15453422016679244,0.01964503866565575,-0.1953604961334344,0.15278479075056758,1.1758593081121977,-0.06383960242607754
10.14,0.10449777983320707,-0.1428689613343442,0.15457350386656557,-0.11054320924943199,-0.9501556918877835,0.8284333975739112
10.145,0.10920077983320627,0.05501603866565579,-0.07714249613343441,-0.10814220924943121,0.46477630811220966,-0.3794376024261003
10.15,0.021016779833206243,-0.062470961334344204,0.08120950386656554,-0.025071209249430883,-0.49037069188778704,0.3660153975738975
10.155,-0.14042722016679324,0.05246703866565577,-0.10720349613343445,0.14063179075056795,0.6521773081122038,-0.2638216024260832
10.16,-0.012810220166794244,-0.00848496133434413,0.04906550386656559,0.011124790750569461,-0.2916936918877835,0.05224939757391058
10.165000000000001,0.1081377798332078,-0.059838961334344146,-0.01630749613343443,-0.1136032092494316,0.09306430811220735,0.32084939757390274
10.17,0.05725777983320665,-0.05779096133434421,0.09128050386656555,-0.060757209249430975,-0.5564176918877846,0.3255943975739167
10.175,-0.011050220166793374,-0.04165796133434425,0.1271835038665656,0.009239790750567993,-0.7629226918877916,0.25128439757391974
10.18,0.17124277983320618,-0.12809596133434423,0.06453150386656559,-0.17881420924943128,-0.40908669188779045,0.7185083975739356
10.185,0.025109779833207262,0.08390803866565581,0.08118750386656556,-0.020019209249431714,-0.48954669188779265,-0.5193456024260915
10.19,-0.09214522016679286,0.010764038665655833,0.20378650386656558,0.09564279075056864,-1.2066486918877897,-0.03405460242610202
10.195,-0.07999822016679227,0.07943203866565589,0.04723950386656557,0.08380079075056898,-0.2724746918877909,-0.4485296024260838
10.200000000000001,0.01633077983320672,0.016668038665655853,0.06629850386656558,-0.016061209249430917,-0.3990006918877893,-0.1101356024260899
10.205,-0.012120220166791944,-0.04395996133434416,0.14399850386656557,0.010652790750569208,-0.8640736918877931,0.26550539757391184
10.21,-0.012206220166793309,-0.024447961334344192,-0.015531496133434432,0.008562790750568398,0.09747430811220027,0.14808939757392028
10.215,-0.07733922016679275,0.014922038665655826,0.10161850386656555,0.07809379075056797,-0.5986236918877919,-0.06437360242609357
10.22,0.3233447798332073,-0.1386189613343442,0.24751050386656556,-0.32546120924943106,-1.572241691887794,0.7380403975739053
10.225,0.316549779833207,0.04890303866565588,0.08439650386656558,-0.3130332092494312,-0.5507416918878048,-0.4289976024260857
10.23,-0.27068022016679294,0.06097603866565576,0.013802503866565596,0.2722207907505679,-0.05562469188779715,-0.2634406024260788
10.235,-0.2004052201667924,0.058094038665655816,0.20424450386656554,0.2066507907505687,-1.1863766918877983,-0.27372460242609165
10.24,-0.08436422016679326,0.051421038665655776,-0.030352496133434423,0.08512879075056809,0.19172830811220679,-0.2796146024260854
10.245000000000001,-0.02976722016679214,0.04261703866565575,0.16042850386656557,0.0340227907505691,-0.9588146918877923,-0.24844060242606406
10.25,-0.02986022016679359,-0.024498961334344215,0.17533550386656557,0.03043279075056823,-1.0491696918877946,0.15462039757391569
10.255,-0.07273822016679357,0.006785038665655765,-0.06257649613343443,0.07039679075056769,0.3837983081122079,-0.01743760242610547
10.26,0.025777779833206487,-0.02821596133434418,0.20308350386656557,-0.024357209249430557,-1.227827691887793,0.15739739757392457
10.265,-0.019069220166792487,0.04247003866565575,0.14345350386656558,0.022836790750568735,-0.8586566918877848,-0.25176760242607704
10.27,-0.0873262201667916,0.057849038665655765,0.043949503866565605,0.08958779075056875,-0.2521656918877934,-0.31678460242608864
10.275,0.11000977983320837,-0.05981996133434415,0.20415150386656558,-0.11016020924943083,-1.252897691887793,0.3201013975739154
10.28,-0.06753122016679315,0.10958103866565576,0.08511650386656558,0.07427979075056776,-0.5003646918877931,-0.6338016024260814
10.285,-0.034647220166793904,-0.04001996133434422,0.18513250386656557,0.03463679075056966,-1.1072906918877945,0.24949939757390746
10.290000000000001,0.09446177983320579,0.014979038665655801,0.0468755038665656,-0.09451620924943088,-0.29060969188779184,-0.12986460242607376
10.295,0.011102779833207828,-0.049840961334344194,0.18555150386656558,-0.011554209249430656,-1.119116691887794,0.29307839757392984
10.3,-0.06332122016679445,0.007792038665655744,-0.08912349613343443,0.060903790750568586,0.542543308112204,-0.026928602426074085
10.305,-0.0038982201667919956,-0.010608961334344259,0.1064355038665656,0.003369790750568172,-0.6387006918878027,0.06180139757392413
10.31,-0.21447822016679224,0.03169103866565575,-0.024168496133434424,0.2137607907505695,0.16330130811219903,-0.11277460242607773
10.315,0.10851377983320706,-0.06318696133434416,0.02924850386656558,-0.11349020924943087,-0.1851566918877947,0.34114339757390966
10.32,0.06267677983320828,-0.022699961334344217,0.14842450386656558,-0.06262820924943228,-0.9038986918878006,0.1108583975739289
10.325000000000001,-0.024415220166791894,-0.028086961334344254,-0.03324949613343444,0.020337790750568487,0.20502630811221276,0.17427339757392094
10.33,-0.0925192201667936,-0.036965961334344224,0.0363995038665656,0.08878779075056883,-0.2071136918877951,0.25090339757391533
10.335,-0.008710220166793143,-0.05967596133434423,0.12608250386656558,0.005869790750569452,-0.7568346918877862,0.358996397573912
10.34,-0.12071522016679304,0.08060603866565579,-0.20845249613343442,0.1231257907505688,1.2549983081122096,-0.4387946024260775
10.345,0.0979577798332077,-0.10646396133434417,0.22151750386656557,-0.09996520924943132,-1.3566426918877819,0.6083863975739173
10.35,-0.07978522016679358,0.017713038665655816,-0.045752496133434406,0.07824379075056762,0.2834563081122102,-0.08013660242608624
10.355,-0.05205922016679234,-0.058634961334344156,-0.15592249613343442,0.04573179075056885,0.9432463081121969,0.36702239757391303
10.36,0.18456777983320624,-0.10775696133434422,0.06532250386656557,-0.1910912092494305,-0.41554869188778953,0.5894043975739233
10.365,-0.08033722016679258,0.023342038665655807,-0.11289349613343443,0.07877779075056944,0.6852663081122077,-0.11353760242608402
10.370000000000001,0.03589877983320808,-0.13609496133434418,0.017994503866565568,-0.04489120924943016,-0.10977069188778586,0.8068113975739317
10.375,-0.11206722016679217,0.024427038665655813,-0.16144049613343442,0.11053879075056888,0.9751983081122009,-0.1080596024261017
10.38,0.07349277983320666,-0.024754961334344242,0.004437503866565584,-0.07673120924943269,-0.030371691887790757,0.11944839757392697
10.385,-0.12762922016679315,-0.004579961334344194,0.0032495038665655888,0.12519779075056892,-0.005857691887794376,0.07019339757391052
10.39,0.08408077983320693,-0.1143699613343442,-0.13286849613343443,-0.09315920924943213,0.8048793081122088,0.6607693975739092
10.395,-0.054577220166792575,-0.00521796133434411,-0.04724349613343442,0.05166379075056846,0.2909633081121999,0.04776239757389889
10.4,0.13037277983320625,-0.16694396133434422,-0.05183649613343442,-0.1415222092494305,0.3085803081122154,0.968340397573905
10.405,-0.04282422016679379,-0.03738896133434417,-0.21138449613343444,0.03799679075056858,1.2766813081122055,0.23649839757390473
10.41,-0.010462220166792897,-0.10672496133434424,0.07974750386656557,0.004009790750568813,-0.4775986918877888,0.6429773975739234
